League ID,Pokemon ID,Sprite URL,League name,League Region
42,823,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/corviknight.jpg,Scarlet & Violet,Paldea
43,440,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/happiny.jpg,Scarlet & Violet,Paldea
44,113,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/chansey.jpg,Scarlet & Violet,Paldea
45,242,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/blissey.jpg,Scarlet & Violet,Paldea
46,298,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/azurill.jpg,Scarlet & Violet,Paldea
47,183,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/marill.jpg,Scarlet & Violet,Paldea
48,184,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/azumarill.jpg,Scarlet & Violet,Paldea
49,283,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/surskit.jpg,Scarlet & Violet,Paldea
50,284,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/masquerain.jpg,Scarlet & Violet,Paldea
51,418,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/buizel.jpg,Scarlet & Violet,Paldea
52,419,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/floatzel.jpg,Scarlet & Violet,Paldea
53,194,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/wooper-paldean.jpg,Scarlet & Violet,Paldea
54,980,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/clodsire.jpg,Scarlet & Violet,Paldea
55,54,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/psyduck.jpg,Scarlet & Violet,Paldea
56,55,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/golduck.jpg,Scarlet & Violet,Paldea
57,833,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/chewtle.jpg,Scarlet & Violet,Paldea
58,834,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/drednaw.jpg,Scarlet & Violet,Paldea
59,174,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/igglybuff.jpg,Scarlet & Violet,Paldea
60,39,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/jigglypuff.jpg,Scarlet & Violet,Paldea
61,40,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/wigglytuff.jpg,Scarlet & Violet,Paldea
62,280,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/ralts.jpg,Scarlet & Violet,Paldea
63,281,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/kirlia.jpg,Scarlet & Violet,Paldea
64,282,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/gardevoir.jpg,Scarlet & Violet,Paldea
65,475,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/gallade.jpg,Scarlet & Violet,Paldea
66,96,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/drowzee.jpg,Scarlet & Violet,Paldea
67,97,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/hypno.jpg,Scarlet & Violet,Paldea
68,92,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/gastly.jpg,Scarlet & Violet,Paldea
69,93,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/haunter.jpg,Scarlet & Violet,Paldea
70,94,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/gengar.jpg,Scarlet & Violet,Paldea
71,924,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/tandemaus.jpg,Scarlet & Violet,Paldea
72,925,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/maushold.jpg,Scarlet & Violet,Paldea
73,172,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/pichu.jpg,Scarlet & Violet,Paldea
74,25,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/pikachu.jpg,Scarlet & Violet,Paldea
75,26,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/raichu.jpg,Scarlet & Violet,Paldea
76,926,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/fidough.jpg,Scarlet & Violet,Paldea
77,927,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/dachsbun.jpg,Scarlet & Violet,Paldea
78,287,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/slakoth.jpg,Scarlet & Violet,Paldea
79,288,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/vigoroth.jpg,Scarlet & Violet,Paldea
80,289,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/slaking.jpg,Scarlet & Violet,Paldea
81,761,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/bounsweet.jpg,Scarlet & Violet,Paldea
82,762,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/steenee.jpg,Scarlet & Violet,Paldea
83,763,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/tsareena.jpg,Scarlet & Violet,Paldea
84,928,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/smoliv.jpg,Scarlet & Violet,Paldea
85,929,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/dolliv.jpg,Scarlet & Violet,Paldea
86,930,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/arboliva.jpg,Scarlet & Violet,Paldea
87,438,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/bonsly.jpg,Scarlet & Violet,Paldea
88,185,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/sudowoodo.jpg,Scarlet & Violet,Paldea
89,744,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/rockruff.jpg,Scarlet & Violet,Paldea
90,745,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/lycanroc.jpg,Scarlet & Violet,Paldea
91,837,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/rolycoly.jpg,Scarlet & Violet,Paldea
92,838,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/carkol.jpg,Scarlet & Violet,Paldea
93,839,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/coalossal.jpg,Scarlet & Violet,Paldea
94,403,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/shinx.jpg,Scarlet & Violet,Paldea
95,404,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/luxio.jpg,Scarlet & Violet,Paldea
96,405,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/luxray.jpg,Scarlet & Violet,Paldea
97,396,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/starly.jpg,Scarlet & Violet,Paldea
98,397,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/staravia.jpg,Scarlet & Violet,Paldea
99,398,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/staraptor.jpg,Scarlet & Violet,Paldea
100,741,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/oricorio.jpg,Scarlet & Violet,Paldea
101,179,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/mareep.jpg,Scarlet & Violet,Paldea
102,180,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/flaaffy.jpg,Scarlet & Violet,Paldea
103,181,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/ampharos.jpg,Scarlet & Violet,Paldea
104,548,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/petilil.jpg,Scarlet & Violet,Paldea
105,549,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/lilligant.jpg,Scarlet & Violet,Paldea
106,285,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/shroomish.jpg,Scarlet & Violet,Paldea
107,286,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/breloom.jpg,Scarlet & Violet,Paldea
108,840,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/applin.jpg,Scarlet & Violet,Paldea
109,841,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/flapple.jpg,Scarlet & Violet,Paldea
110,842,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/appletun.jpg,Scarlet & Violet,Paldea
111,325,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/spoink.jpg,Scarlet & Violet,Paldea
112,326,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/grumpig.jpg,Scarlet & Violet,Paldea
113,931,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/squawkabilly.jpg,Scarlet & Violet,Paldea
114,200,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/misdreavus.jpg,Scarlet & Violet,Paldea
115,429,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/mismagius.jpg,Scarlet & Violet,Paldea
116,296,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/makuhita.jpg,Scarlet & Violet,Paldea
117,297,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/hariyama.jpg,Scarlet & Violet,Paldea
118,739,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/crabrawler.jpg,Scarlet & Violet,Paldea
119,740,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/crabominable.jpg,Scarlet & Violet,Paldea
120,757,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/salandit.jpg,Scarlet & Violet,Paldea
121,758,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/salazzle.jpg,Scarlet & Violet,Paldea
122,231,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/phanpy.jpg,Scarlet & Violet,Paldea
123,232,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/donphan.jpg,Scarlet & Violet,Paldea
124,878,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/cufant.jpg,Scarlet & Violet,Paldea
125,879,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/copperajah.jpg,Scarlet & Violet,Paldea
126,443,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/gible.jpg,Scarlet & Violet,Paldea
127,444,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/gabite.jpg,Scarlet & Violet,Paldea
128,445,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/garchomp.jpg,Scarlet & Violet,Paldea
129,932,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/nacli.jpg,Scarlet & Violet,Paldea
130,933,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/naclstack.jpg,Scarlet & Violet,Paldea
131,934,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/garganacl.jpg,Scarlet & Violet,Paldea
132,278,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/wingull.jpg,Scarlet & Violet,Paldea
133,279,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/pelipper.jpg,Scarlet & Violet,Paldea
134,129,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/magikarp.jpg,Scarlet & Violet,Paldea
135,130,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/gyarados.jpg,Scarlet & Violet,Paldea
136,846,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/arrokuda.jpg,Scarlet & Violet,Paldea
137,847,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/barraskewda.jpg,Scarlet & Violet,Paldea
138,550,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/basculin.jpg,Scarlet & Violet,Paldea
139,316,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/gulpin.jpg,Scarlet & Violet,Paldea
140,317,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/swalot.jpg,Scarlet & Violet,Paldea
141,52,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/meowth.jpg,Scarlet & Violet,Paldea
142,53,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/persian.jpg,Scarlet & Violet,Paldea
143,425,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/drifloon.jpg,Scarlet & Violet,Paldea
144,426,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/drifblim.jpg,Scarlet & Violet,Paldea
145,669,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/flabebe.jpg,Scarlet & Violet,Paldea
146,670,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/floette.jpg,Scarlet & Violet,Paldea
147,671,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/florges.jpg,Scarlet & Violet,Paldea
148,50,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/diglett.jpg,Scarlet & Violet,Paldea
149,51,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/dugtrio.jpg,Scarlet & Violet,Paldea
150,324,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/torkoal.jpg,Scarlet & Violet,Paldea
151,322,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/numel.jpg,Scarlet & Violet,Paldea
152,323,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/camerupt.jpg,Scarlet & Violet,Paldea
153,436,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/bronzor.jpg,Scarlet & Violet,Paldea
154,437,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/bronzong.jpg,Scarlet & Violet,Paldea
155,610,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/axew.jpg,Scarlet & Violet,Paldea
156,611,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/fraxure.jpg,Scarlet & Violet,Paldea
157,612,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/haxorus.jpg,Scarlet & Violet,Paldea
158,56,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/mankey.jpg,Scarlet & Violet,Paldea
159,57,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/primeape.jpg,Scarlet & Violet,Paldea
160,979,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/annihilape.jpg,Scarlet & Violet,Paldea
161,307,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/meditite.jpg,Scarlet & Violet,Paldea
162,308,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/medicham.jpg,Scarlet & Violet,Paldea
163,447,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/riolu.jpg,Scarlet & Violet,Paldea
164,448,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/lucario.jpg,Scarlet & Violet,Paldea
165,935,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/charcadet.jpg,Scarlet & Violet,Paldea
166,936,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/armarouge.jpg,Scarlet & Violet,Paldea
167,937,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/ceruledge.jpg,Scarlet & Violet,Paldea
168,339,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/barboach.jpg,Scarlet & Violet,Paldea
169,340,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/whiscash.jpg,Scarlet & Violet,Paldea
170,938,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/tadbulb.jpg,Scarlet & Violet,Paldea
171,939,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/bellibolt.jpg,Scarlet & Violet,Paldea
172,704,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/goomy.jpg,Scarlet & Violet,Paldea
173,705,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/sliggoo.jpg,Scarlet & Violet,Paldea
174,706,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/goodra.jpg,Scarlet & Violet,Paldea
175,453,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/croagunk.jpg,Scarlet & Violet,Paldea
176,454,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/toxicroak.jpg,Scarlet & Violet,Paldea
177,940,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/wattrel.jpg,Scarlet & Violet,Paldea
178,941,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/kilowattrel.jpg,Scarlet & Violet,Paldea
179,133,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/eevee.jpg,Scarlet & Violet,Paldea
180,134,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/vaporeon.jpg,Scarlet & Violet,Paldea
181,135,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/jolteon.jpg,Scarlet & Violet,Paldea
182,136,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/flareon.jpg,Scarlet & Violet,Paldea
183,196,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/espeon.jpg,Scarlet & Violet,Paldea
184,197,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/umbreon.jpg,Scarlet & Violet,Paldea
185,470,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/leafeon.jpg,Scarlet & Violet,Paldea
186,471,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/glaceon.jpg,Scarlet & Violet,Paldea
187,700,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/sylveon.jpg,Scarlet & Violet,Paldea
188,206,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/dunsparce.jpg,Scarlet & Violet,Paldea
189,982,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/dudunsparce.jpg,Scarlet & Violet,Paldea
190,585,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/deerling.jpg,Scarlet & Violet,Paldea
191,586,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/sawsbuck.jpg,Scarlet & Violet,Paldea
192,203,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/girafarig.jpg,Scarlet & Violet,Paldea
193,981,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/farigiraf.jpg,Scarlet & Violet,Paldea
194,88,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/grimer.jpg,Scarlet & Violet,Paldea
195,89,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/muk.jpg,Scarlet & Violet,Paldea
196,942,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/maschiff.jpg,Scarlet & Violet,Paldea
197,943,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/mabosstiff.jpg,Scarlet & Violet,Paldea
198,848,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/toxel.jpg,Scarlet & Violet,Paldea
199,849,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/toxtricity.jpg,Scarlet & Violet,Paldea
200,702,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/dedenne.jpg,Scarlet & Violet,Paldea
201,417,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/pachirisu.jpg,Scarlet & Violet,Paldea
202,944,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/shroodle.jpg,Scarlet & Violet,Paldea
203,945,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/grafaiai.jpg,Scarlet & Violet,Paldea
204,234,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/stantler.jpg,Scarlet & Violet,Paldea
205,590,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/foongus.jpg,Scarlet & Violet,Paldea
206,591,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/amoonguss.jpg,Scarlet & Violet,Paldea
207,100,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/voltorb.jpg,Scarlet & Violet,Paldea
208,101,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/electrode.jpg,Scarlet & Violet,Paldea
209,81,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/magnemite.jpg,Scarlet & Violet,Paldea
210,82,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/magneton.jpg,Scarlet & Violet,Paldea
211,462,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/magnezone.jpg,Scarlet & Violet,Paldea
212,132,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/ditto.jpg,Scarlet & Violet,Paldea
213,58,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/growlithe.jpg,Scarlet & Violet,Paldea
214,59,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/arcanine.jpg,Scarlet & Violet,Paldea
215,216,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/teddiursa.jpg,Scarlet & Violet,Paldea
216,217,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/ursaring.jpg,Scarlet & Violet,Paldea
217,335,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/zangoose.jpg,Scarlet & Violet,Paldea
218,336,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/seviper.jpg,Scarlet & Violet,Paldea
219,333,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/swablu.jpg,Scarlet & Violet,Paldea
220,334,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/altaria.jpg,Scarlet & Violet,Paldea
221,672,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/skiddo.jpg,Scarlet & Violet,Paldea
222,673,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/gogoat.jpg,Scarlet & Violet,Paldea
223,128,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/tauros-paldean.jpg,Scarlet & Violet,Paldea
224,667,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/litleo.jpg,Scarlet & Violet,Paldea
225,668,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/pyroar.jpg,Scarlet & Violet,Paldea
226,434,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/stunky.jpg,Scarlet & Violet,Paldea
227,435,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/skuntank.jpg,Scarlet & Violet,Paldea
228,570,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/zorua.jpg,Scarlet & Violet,Paldea
229,571,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/zoroark.jpg,Scarlet & Violet,Paldea
230,215,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/sneasel.jpg,Scarlet & Violet,Paldea
231,461,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/weavile.jpg,Scarlet & Violet,Paldea
232,198,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/murkrow.jpg,Scarlet & Violet,Paldea
233,430,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/honchkrow.jpg,Scarlet & Violet,Paldea
234,574,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/gothita.jpg,Scarlet & Violet,Paldea
235,575,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/gothorita.jpg,Scarlet & Violet,Paldea
236,576,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/gothitelle.jpg,Scarlet & Violet,Paldea
237,854,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/sinistea.jpg,Scarlet & Violet,Paldea
238,855,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/polteageist.jpg,Scarlet & Violet,Paldea
239,778,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/mimikyu.jpg,Scarlet & Violet,Paldea
240,707,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/klefki.jpg,Scarlet & Violet,Paldea
241,876,https://img.pokemondb.net/sprites/scarlet-violet/normal/2x/indeedee.jpg,Scarlet & Violet,Paldea
